symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
PLTK,Playtika Holding Corp. Common Stock,$3.14,-0.06,-1.875%,2419534,1191109721.0,Israel,2021,EDP Services,Technology,/market-activity/stocks/pltk
GIII,G-III Apparel Group LTD. Common Stock,$28.14,-0.15,-0.53%,353310,1187206536.0,United States,1989,Apparel,Consumer Discretionary,/market-activity/stocks/giii
SVRA,Savara Inc. Common Stock,$5.78,0.18,3.214%,1288312,1182920344.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/svra
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,$2.37,-0.01,-0.42%,6272826,1181416638.0,United States,2005,Advertising,Consumer Discretionary,/market-activity/stocks/cco
ALX,Alexander's Inc. Common Stock,$231.18,2.92,1.279%,37451,1180703302.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/alx
RDWR,Radware Ltd. Ordinary Shares,$27.88,0.28,1.014%,124039,1179518324.0,Israel,1999,Real Estate,Real Estate,/market-activity/stocks/rdwr
NVCR,NovoCure Limited Ordinary Shares,$10.35,-0.20,-1.896%,941939,1177771999.0,Jersey,2015,Medical/Dental Instruments,Health Care,/market-activity/stocks/nvcr
LAR,Lithium Argentina AG Common Shares,$7.19,-0.23,-3.10%,2551734,1177722000.0,Canada,2023,Metal Mining,Basic Materials,/market-activity/stocks/lar
ASA,ASA  Gold and Precious Metals Limited,$63.55,0.22,0.347%,62957,1175665468.0,United States,,Precious Metals,Industrials,/market-activity/stocks/asa
TMP,Tompkins Financial Corporation Common Stock,$81.01,0.32,0.397%,74788,1168004205.0,United States,1997,Major Banks,Finance,/market-activity/stocks/tmp
RYZ,Ryerson Holding Corporation Common Stock,$22.55,-0.10,-0.442%,259456,1166247958.0,United States,2014,Metal Fabrications,Industrials,/market-activity/stocks/ryz
TEN,Tsakos Energy Navigation Ltd Common Shares,$38.70,-2.01,-4.937%,573439,1165938236.0,Greece,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/ten
UAMY,United States Antimony Corporation Common Stock,$8.13,-0.15,-1.812%,7396215,1165613840.0,United States,,Metal Fabrications,Industrials,/market-activity/stocks/uamy
AAT,American Assets Trust Inc. Common Stock,$18.94,0.44,2.378%,395150,1162744328.0,United States,2011,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/aat
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,$16.42,-0.08,-0.485%,11468,1159666277.0,Netherlands,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/phar
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,$24.45,-0.075,-0.306%,4549,1157518942.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/sccd
PICS,PicS N.V. Class A Common Shares,$10.84,-0.27,-2.43%,244240,1156957536.0,Brazil,2026,Finance: Consumer Services,Finance,/market-activity/stocks/pics
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,$25.13,0.035,0.139%,4940,1155026693.0,United States,,Major Banks,Finance,/market-activity/stocks/mbinm
WLDN,Willdan Group Inc. Common Stock,$78.01,-0.97,-1.228%,259402,1154244541.0,United States,2006,Military/Government/Technical,Consumer Discretionary,/market-activity/stocks/wldn
RZLV,Rezolve AI PLC Ordinary Shares,$2.88,-0.08,-2.703%,24662924,1153128286.0,United Kingdom,,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/rzlv
TWO,Two Harbors Investment Corp,$10.94,-0.07,-0.636%,3142516,1149172477.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/two
PZZA,Papa John's International Inc. Common Stock,$34.90,-0.33,-0.937%,617386,1147899076.0,United States,1993,Restaurants,Consumer Discretionary,/market-activity/stocks/pzza
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,$8.33,-0.30,-3.476%,58248,1147078885.0,United States,2021,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/luck
FIVN,Five9 Inc. Common Stock,$14.96,-0.21,-1.384%,1551315,1145397260.0,United States,2014,EDP Services,Technology,/market-activity/stocks/fivn
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,$9.57,-0.19,-1.947%,67544,1144277713.0,China,2019,Other Consumer Services,Real Estate,/market-activity/stocks/dao
ENR,Energizer Holdings Inc. Common Stock,$16.70,-0.16,-0.949%,1441741,1143428309.0,United States,2015,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/enr
IGIC,International General Insurance Holdings Ltd. Ordinary Share,$25.24,-0.01,-0.04%,74103,1138549545.0,Jordan,2018,Property-Casualty Insurers,Finance,/market-activity/stocks/igic
CTBI,Community Trust Bancorp Inc. Common Stock,$62.70,0.18,0.288%,94080,1138053342.0,United States,,Major Banks,Finance,/market-activity/stocks/ctbi
KMTS,Kestra Medical Technologies Ltd. Common Stock,$19.49,0.17,0.88%,246293,1137696650.0,United States,2025,Medical/Dental Instruments,Health Care,/market-activity/stocks/kmts
ROCK,Gibraltar Industries Inc. Common Stock,$38.47,0.18,0.47%,298388,1136675591.0,United States,1993,Steel/Iron Ore,Industrials,/market-activity/stocks/rock
EYPT,EyePoint Inc. Common Stock,$13.57,0.46,3.509%,939045,1132171562.0,United States,,Biotechnology: Laboratory Analytical Instruments,Industrials,/market-activity/stocks/eypt
USPH,U.S. Physical Therapy Inc. Common Stock,$74.86,0.82,1.108%,133414,1132074991.0,United States,1992,Medical/Nursing Services,Health Care,/market-activity/stocks/usph
FMBH,First Mid Bancshares Inc. Common Stock,$42.52,0.39,0.926%,220011,1131980621.0,United States,,Major Banks,Finance,/market-activity/stocks/fmbh
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,$23.905,-0.205,-0.85%,1001,1131717395.0,United States,2022,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/scce
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),$6.73,-0.04,-0.591%,3725724,1130260758.0,Canada,,Metal Mining,Basic Materials,/market-activity/stocks/asm
VZLA,Vizsla Silver Corp. Common Shares,$3.23,-0.07,-2.121%,7826559,1128881237.0,Canada,2024,Precious Metals,Basic Materials,/market-activity/stocks/vzla
ACDC,ProFrac Holding Corp. Class A Common Stock,$6.22,0.28,4.714%,849189,1125327084.0,United States,2022,Oilfield Services/Equipment,Energy,/market-activity/stocks/acdc
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,$23.71,0.02,0.084%,6699,1122485648.0,United States,2022,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/sccg
SCL,Stepan Company Common Stock,$49.42,0.03,0.061%,136364,1121358530.0,United States,,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/scl
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,$6.28,-0.18,-2.786%,2329759,1116987685.0,China,2019,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/tigr
LIND,Lindblad Expeditions Holdings Inc. Common Stock,$17.10,-0.38,-2.174%,680149,1115808995.0,United States,2013,Transportation Services,Consumer Discretionary,/market-activity/stocks/lind
SEPN,Septerna Inc. Common Stock,$24.84,0.06,0.242%,189583,1115474330.0,United States,2024,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/sepn
MBINL,Merchants Bancorp Depositary Shares Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock without par value,$24.26,-0.04,-0.165%,62331,1115039697.0,United States,,Major Banks,Finance,/market-activity/stocks/mbinl
GERN,Geron Corporation Common Stock,$1.74,-0.01,-0.571%,17091732,1114547710.0,United States,1996,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/gern
AVBP,ArriVent BioPharma Inc. Common Stock,$25.19,0.22,0.881%,239641,1113438858.0,United States,2024,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/avbp
MRTN,Marten Transport Ltd. Common Stock,$13.64,-0.11,-0.80%,727193,1112875801.0,United States,1986,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/mrtn
PRG,PROG Holdings Inc. Common Stock,$27.73,-0.77,-2.702%,425510,1110818572.0,United States,,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/prg
SBR,Sabine Royalty Trust Common Stock,$76.16,1.34,1.791%,47834,1110362915.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/sbr
PXED,Phoenix Education Partners Inc. Common Stock,$31.04,-0.46,-1.46%,113187,1109982019.0,,2025,Other Consumer Services,Real Estate,/market-activity/stocks/pxed
UTZ,Utz Brands Inc Class A Common Stock ,$7.72,-0.02,-0.258%,1210227,1109978960.0,United States,2018,Packaged Foods,Consumer Staples,/market-activity/stocks/utz
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,$10.88,-0.04,-0.366%,429889,1109725489.0,United States,2013,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/dsl
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,$23.44,-0.2599,-1.097%,406,1109703231.0,United States,2022,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/sccf
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,$26.10,0.06,0.23%,702,1109065969.0,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ccldo
INR,Infinity Natural Resources Inc. Class A Common Stock,$17.44,0.27,1.573%,337660,1107993825.0,United States,2025,Oil & Gas Production,Energy,/market-activity/stocks/inr
PRSU,Pursuit Attractions and Hospitality Inc. Common Stock,$39.51,0.68,1.751%,272204,1107047403.0,United States,,Real Estate,Real Estate,/market-activity/stocks/prsu
TRUP,Trupanion Inc. Common Stock,$25.47,-0.32,-1.241%,408114,1106166404.0,United States,,Medical Specialities,Health Care,/market-activity/stocks/trup
OSBC,Old Second Bancorp Inc. Common Stock,$20.94,0.18,0.867%,317969,1103345478.0,United States,,Major Banks,Finance,/market-activity/stocks/osbc
KODK,Eastman Kodak Company Common New,$11.31,-0.18,-1.567%,1510750,1102725000.0,United States,,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/kodk
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,$22.9268,0.1268,0.556%,466,1099886727.0,United States,,Medical/Nursing Services,Health Care,/market-activity/stocks/lfmdp
GOLD,Gold.com Inc. Common Stock,$43.47,0.89,2.09%,661382,1099660242.0,United States,,Other Specialty Stores,Industrials,/market-activity/stocks/gold
LNN,Lindsay Corporation Common Stock,$105.75,2.83,2.75%,310413,1099340516.0,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/lnn
HFWA,Heritage Financial Corporation Common Stock,$26.68,0.21,0.793%,253061,1097377748.0,United States,,Banks,Finance,/market-activity/stocks/hfwa
REAL,The RealReal Inc. Common Stock,$9.22,-0.18,-1.915%,3057937,1097021462.0,United States,2019,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/real
TE,T1 Energy Inc. Common Stock,$3.93,-0.12,-2.963%,16936570,1096614416.0,Luxembourg,2021,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/te
GPRE,Green Plains Inc. Common Stock,$15.70,-0.39,-2.424%,968134,1096469851.0,United States,,Major Chemicals,Industrials,/market-activity/stocks/gpre
JBGS,JBG SMITH Properties Common Shares ,$14.52,0.35,2.47%,991079,1095336325.0,United States,2017,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/jbgs
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,$7.21,-0.05,-0.689%,3609075,1095325442.0,United States,2011,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/rlj
TTI,Tetra Technologies Inc. Common Stock,$8.15,-0.30,-3.55%,1129400,1093714287.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/tti
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,$6.09,0.00,0.00%,2458647,1092246001.0,United States,2020,Computer peripheral equipment,Technology,/market-activity/stocks/evlv
BTZ,BlackRock Credit Allocation Income Trust,$10.07,-0.07,-0.69%,199761,1088919450.0,United States,2006,Finance Companies,Finance,/market-activity/stocks/btz
GENI,Genius Sports Limited Ordinary Shares,$4.23,-0.19,-4.299%,3937175,1088168244.0,Guernsey,2021,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/geni
SAFT,Safety Insurance Group Inc. Common Stock,$73.97,0.67,0.914%,93514,1086167565.0,United States,2002,Property-Casualty Insurers,Finance,/market-activity/stocks/saft
JCAP,Jefferson Capital Inc. Common Stock,$19.62,0.13,0.667%,432618,1085557413.0,United States,2025,Finance Companies,Finance,/market-activity/stocks/jcap
AGBK,AGI Inc Class A Common Shares,$6.75,-0.15,-2.174%,612605,1079527973.0,,2026,Commercial Banks,Finance,/market-activity/stocks/agbk
TK,Teekay Corporation Ltd. Common Stock,$12.43,-0.43,-3.344%,522416,1078657153.0,Bermuda,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/tk
CIM,Chimera Investment Corporation Common Stock,$12.93,-0.11,-0.844%,952089,1078394661.0,United States,2007,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cim
CRAI,CRA International Inc. Common Stock,$164.07,0.28,0.171%,161032,1077313645.0,United States,1998,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/crai
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,$22.25,0.045,0.203%,5194,1077055594.0,United States,,Real Estate,Real Estate,/market-activity/stocks/goodn
SHLS,Shoals Technologies Group Inc. Class A Common Stock,$6.41,-0.15,-2.287%,2848237,1075417347.0,United States,2021,Semiconductors,Technology,/market-activity/stocks/shls
CCEC,Capital Clean Energy Carriers Corp. Common Share,$18.29,-0.51,-2.713%,9375,1073939655.0,Greece,2007,Marine Transportation,Consumer Discretionary,/market-activity/stocks/ccec
BV,BrightView Holdings Inc. Common Stock,$11.38,-0.33,-2.818%,489129,1071996000.0,United States,2018,Real Estate,Real Estate,/market-activity/stocks/bv
QURE,uniQure N.V. Ordinary Shares,$17.14,-0.25,-1.438%,1092274,1071754053.0,Netherlands,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/qure
OCFC,OceanFirst Financial Corp. Common Stock,$18.66,0.25,1.358%,618893,1071121619.0,United States,,Major Banks,Finance,/market-activity/stocks/ocfc
INNV,InnovAge Holding Corp. Common Stock,$7.89,-0.08,-1.004%,276234,1070668826.0,United States,2021,Medical/Nursing Services,Health Care,/market-activity/stocks/innv
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,$14.02,0.22,1.594%,72196,1067142801.0,United States,2003,Finance Companies,Finance,/market-activity/stocks/ncz
LUXE,LuxExperience B.V. American Depositary Shares each representing one Ordinary Share,$7.82,-0.23,-2.857%,222138,1066446682.0,,2021,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/luxe
ADTN,ADTRAN Holdings Inc. Common Stock,$13.21,0.28,2.166%,1558823,1066023301.0,United States,1994,Telecommunications Equipment,Utilities,/market-activity/stocks/adtn
CNMD,CONMED Corporation Common Stock,$34.54,0.46,1.35%,441336,1064990333.0,United States,1987,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/cnmd
AVO,Mission Produce Inc. Common Stock,$15.03,0.59,4.086%,1115898,1064820851.0,United States,2020,Farming/Seeds/Milling,Consumer Staples,/market-activity/stocks/avo
MFIC,MidCap Financial Investment Corporation Common Stock,$11.54,-0.01,-0.087%,1574448,1064124968.0,United States,2004,Finance/Investors Services,Finance,/market-activity/stocks/mfic
TWFG,TWFG Inc. Class A Common Stock,$18.91,0.30,1.612%,210968,1062744685.0,United States,2024,Specialty Insurers,Finance,/market-activity/stocks/twfg
PNTG,The Pennant Group Inc. Common Stock ,$30.55,0.63,2.106%,327202,1060287669.0,United States,,Medical/Nursing Services,Health Care,/market-activity/stocks/pntg
SENEA,Seneca Foods Corp. Class A Common Stock,$156.53,1.53,0.987%,301043,1059210961.0,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/senea
ALVO,Alvotech Ordinary Shares,$3.39,-0.40,-10.554%,649935,1057843710.0,Luxembourg,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/alvo
MCB,Metropolitan Bank Holding Corp. Common Stock,$85.78,0.78,0.918%,125421,1054508466.0,United States,2017,Major Banks,Finance,/market-activity/stocks/mcb
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,$24.76,0.11,0.446%,2310,1053432002.0,United States,2022,Finance: Consumer Services,Finance,/market-activity/stocks/htfc
APEI,American Public Education Inc. Common Stock,$57.19,-1.11,-1.904%,236171,1051177306.0,United States,2007,Other Consumer Services,Real Estate,/market-activity/stocks/apei
NSP,Insperity Inc. Common Stock,$27.81,-0.16,-0.572%,783307,1049227444.0,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/nsp
NNE,Nano Nuclear Energy Inc. Common Stock,$20.11,-1.40,-6.509%,2819136,1047393031.0,United States,2024,Electric Utilities: Central,Utilities,/market-activity/stocks/nne
PENG,Penguin Solutions Inc. Common Stock,$20.63,0.36,1.776%,1124574,1046921090.0,United States,2017,Semiconductors,Technology,/market-activity/stocks/peng
PBT,Permian Basin Royalty Trust Common Stock,$22.46,0.26,1.171%,143878,1046833558.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/pbt
NEO,NeoGenomics Inc. Common Stock,$8.06,0.04,0.499%,1643234,1046286421.0,United States,,Precision Instruments,Health Care,/market-activity/stocks/neo
ARRY,Array Technologies Inc. Common Stock,$6.83,-0.14,-2.009%,3431164,1045292385.0,United States,2020,Miscellaneous manufacturing industries,Consumer Discretionary,/market-activity/stocks/arry
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,$18.91,0.01,0.053%,164101,1045221072.0,United States,2020,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/pta
STAA,STAAR Surgical Company Common Stock,$21.09,0.13,0.62%,903420,1044223876.0,United States,,Ophthalmic Goods,Health Care,/market-activity/stocks/staa
MBC,MasterBrand Inc. Common Stock,$8.16,-0.04,-0.488%,2449812,1040704923.0,United States,2022,Home Furnishings,Consumer Discretionary,/market-activity/stocks/mbc
BCX,BlackRock Resources Common Shares of Beneficial Interest,$12.26,0.02,0.163%,112926,1040359203.0,United States,2011,Finance/Investors Services,Finance,/market-activity/stocks/bcx
COLL,Collegium Pharmaceutical Inc. Common Stock,$32.76,0.17,0.522%,366813,1040235192.0,United States,2015,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/coll
VSTS,Vestis Corporation Common Stock,$7.88,0.08,1.026%,719122,1039757631.0,United States,2023,Consumer Specialties,Consumer Discretionary,/market-activity/stocks/vsts
OCSL,Oaktree Specialty Lending Corporation Common Stock,$11.79,0.17,1.463%,1653828,1038528316.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/ocsl
LXU,LSB Industries Inc. Common Stock,$14.43,-0.57,-3.80%,1458741,1036749930.0,United States,2003,Major Chemicals,Basic Materials,/market-activity/stocks/lxu
LZ,LegalZoom.com Inc. Common Stock,$5.99,-0.09,-1.48%,2612672,1035805056.0,United States,2021,EDP Services,Technology,/market-activity/stocks/lz
HLIT,Harmonic Inc. Common Stock,$9.38,0.09,0.969%,941410,1034073299.0,United States,1995,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/hlit
YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share,$6.56,0.20,3.145%,421040,1033435196.0,United Arab Emirates,2020,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/yala
GSBD,Goldman Sachs BDC Inc. Common Stock,$9.18,-0.07,-0.757%,1648027,1033384035.0,United States,2015,Investment Managers,Finance,/market-activity/stocks/gsbd
BFLY,Butterfly Network Inc. Class A Common Stock,$4.05,-0.08,-1.937%,2968097,1031263111.0,United States,2020,Medical Electronics,Health Care,/market-activity/stocks/bfly
TDAY,USA TODAY Co. Inc. Common Stock,$7.00,-0.05,-0.709%,958418,1029752164.0,United States,2014,Newspapers/Magazines,Consumer Discretionary,/market-activity/stocks/tday
OPY,Oppenheimer Holdings Inc. Class A Common Stock (DE),$96.04,5.03,5.527%,95755,1028324770.0,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/opy
METC,Ramaco Resources Inc. Class A Common Stock,$15.09,-0.71,-4.494%,1615193,1027289415.0,United States,2017,Coal Mining,Energy,/market-activity/stocks/metc
TBN,Tamboran Resources Corporation Common stock,$45.34,2.40,5.589%,210534,1026475519.0,,2024,Oil & Gas Production,Energy,/market-activity/stocks/tbn
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,$11.78,-0.17,-1.423%,1109176,1025055595.0,United States,2009,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/pmt
MPLT,MapLight Therapeutics Inc. Common Stock,$24.14,1.53,6.767%,302575,1024412910.0,United States,2025,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/mplt
ITRN,Ituran Location and Control Ltd. Ordinary Shares,$51.48,0.19,0.37%,177919,1024121498.0,Israel,2005,Electronic Components,Technology,/market-activity/stocks/itrn
COUR,Coursera Inc. Common Stock,$6.04,0.03,0.499%,2636330,1022654138.0,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cour
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,$10.52,-0.26,-2.412%,212889,1021791283.0,,2017,Apparel,Consumer Discretionary,/market-activity/stocks/goos
QDEL,QuidelOrtho Corporation Common Stock,$14.98,-0.90,-5.668%,1785958,1019864870.0,United States,,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/qdel
DEA,Easterly Government Properties Inc. Common Stock,$21.95,0.38,1.762%,338982,1017386978.0,United States,2015,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dea
KALV,KalVista Pharmaceuticals Inc. Common Stock,$20.12,-0.07,-0.347%,1257849,1016991415.0,United Kingdom,2015,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/kalv
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),$23.47,-0.47,-1.963%,307249,1016669001.0,United States,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/gnk
UPBD,Upbound Group Inc. Common Stock,$17.46,-0.37,-2.075%,853093,1014733383.0,United States,,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/upbd
XERS,Xeris Biopharma Holdings Inc. Common Stock,$5.87,-0.18,-2.975%,1661692,1012171672.0,United States,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xers
CSR,D/B/A Centerspace Common Stock,$60.18,0.90,1.518%,148322,1010175402.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/csr
CCOI,Cogent Communications Holdings Inc.,$20.16,0.94,4.891%,956219,1010063658.0,United States,,Telecommunications Equipment,Consumer Discretionary,/market-activity/stocks/ccoi
ALNT,Allient Inc. Common Stock,$59.27,-0.96,-1.594%,225232,1008662609.0,United States,,Electrical Products,Industrials,/market-activity/stocks/alnt
UVSP,Univest Financial Corporation Common Stock,$35.79,0.42,1.187%,260707,1005109646.0,United States,,Major Banks,Finance,/market-activity/stocks/uvsp
SENEB,Seneca Foods Corp. Class B Common Stock,$148.03,0.00,0.00%,180,1001692957.0,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/seneb
PGY,Pagaya Technologies Ltd. Class A Ordinary Shares,$12.13,-0.01,-0.082%,3440800,1001045669.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/pgy
MMI,Marcus & Millichap Inc. Common Stock,$26.28,0.32,1.233%,137398,1000452558.0,United States,2013,Real Estate,Finance,/market-activity/stocks/mmi
AZTA,Azenta Inc.,$21.71,-0.88,-3.896%,955849,999995795.0,United States,,Industrial Machinery/Components,Technology,/market-activity/stocks/azta
CLOV,Clover Health Investments Corp. Class A Common Stock,$1.90,0.03,1.604%,7510115,996867843.0,United States,,Medical Specialities,Health Care,/market-activity/stocks/clov
SATL,Satellogic Inc. Class A Common Stock,$6.95,-0.10,-1.418%,10817709,994257541.0,Uruguay,,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/satl
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,$20.22,0.02,0.099%,46369,993583058.0,United States,2003,Investment Managers,Finance,/market-activity/stocks/rnp
BUR,Burford Capital Limited Ordinary Shares,$4.54,0.06,1.339%,5851665,993404623.0,,2020,Finance: Consumer Services,Finance,/market-activity/stocks/bur
ODC,Oil-Dri Corporation Of America Common Stock,$68.42,0.53,0.781%,71569,990722079.0,United States,,Miscellaneous manufacturing industries,Consumer Discretionary,/market-activity/stocks/odc
FSUN,FirstSun Capital Bancorp Common Stock,$35.36,-0.70,-1.941%,351687,987369055.0,United States,,Major Banks,Finance,/market-activity/stocks/fsun
SAFE,Safehold Inc. New Common Stock ,$13.74,0.26,1.929%,340547,986881298.0,United States,2023,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/safe
NBBK,NB Bancorp Inc. Common Stock,$21.85,0.02,0.092%,178655,986859052.0,United States,2023,Banks,Finance,/market-activity/stocks/nbbk
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,$17.25,0.055,0.32%,11906,986425708.0,United States,,Life Insurance,Finance,/market-activity/stocks/bhfal
NPK,National Presto Industries Inc. Common Stock,$137.52,-2.49,-1.778%,97681,985241687.0,United States,,Ordnance And Accessories,Industrials,/market-activity/stocks/npk
MSEX,Middlesex Water Company Common Stock,$53.15,0.35,0.663%,82479,984440739.0,United States,,Water Supply,Utilities,/market-activity/stocks/msex
MFA,MFA Financial Inc.,$9.64,-0.15,-1.532%,1449214,984184830.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/mfa
PCT,PureCycle Technologies Inc. Common stock,$5.44,-0.03,-0.548%,3520247,983145545.0,United States,,Major Chemicals,Industrials,/market-activity/stocks/pct
PLOW,Douglas Dynamics Inc. Common Stock,$42.56,0.53,1.261%,124205,982489684.0,United States,2010,Construction/Ag Equipment/Trucks,Industrials,/market-activity/stocks/plow
CRML,Critical Metals Corp. Ordinary Shares,$7.78,-0.32,-3.951%,7142669,982057676.0,British Virgin Islands,,Metal Mining,Basic Materials,/market-activity/stocks/crml
FSCO,FS Credit Opportunities Corp. Common Stock,$4.95,-0.04,-0.802%,969301,981861705.0,United States,2022,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/fsco
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,$19.42,-0.185,-0.944%,12387,979917878.0,United States,2020,Property-Casualty Insurers,Finance,/market-activity/stocks/aizn
LQDT,Liquidity Services Inc. Common Stock,$31.55,0.17,0.542%,194332,978487946.0,United States,2006,Real Estate,Real Estate,/market-activity/stocks/lqdt
XIFR,XPLR Infrastructure LP Common Units representing limited partner interests,$10.37,-0.16,-1.519%,372704,977835728.0,United States,2014,Electric Utilities: Central,Utilities,/market-activity/stocks/xifr
ODV,Osisko Development Corp. Common Shares,$3.30,0.03,0.917%,1434999,975634054.0,Canada,2022,Precious Metals,Basic Materials,/market-activity/stocks/odv
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,$8.90,-0.01,-0.112%,276829,975420295.0,United States,2005,Investment Managers,Finance,/market-activity/stocks/etw
UFCS,United Fire Group Inc. Common Stock,$38.21,0.60,1.595%,114275,975197569.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/ufcs
