symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
CRK,Comstock Resources Inc. Common Stock,$19.32,-0.03,-0.155%,1210348,5680500017.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/crk
FLG,Flagstar Bank N.A. Common Stock,$13.65,0.08,0.59%,5020055,5678305556.0,United States,,Banks,Finance,/market-activity/stocks/flg
CIFR,Cipher Digital Inc. Common Stock,$14.01,0.66,4.944%,25750373,5675722892.0,United States,2020,Finance: Consumer Services,Finance,/market-activity/stocks/cifr
LSTR,Landstar System Inc. Common Stock,$166.84,1.56,0.944%,514154,5667072632.0,United States,1993,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/lstr
CNX,CNX Resources Corporation Common Stock,$39.74,0.05,0.126%,1463370,5657711076.0,United States,1999,Oil & Gas Production,Energy,/market-activity/stocks/cnx
BLSH,Bullish Ordinary Shares,$37.61,0.26,0.696%,1025925,5652866043.0,Cayman Islands,2025,Finance: Consumer Services,Finance,/market-activity/stocks/blsh
FCN,FTI Consulting Inc. Common Stock,$184.51,0.48,0.261%,359323,5642665815.0,United States,1999,Professional Services,Consumer Discretionary,/market-activity/stocks/fcn
BLCO,Bausch + Lomb Corporation Common Shares,$15.92,-0.42,-2.57%,383722,5640745712.0,,2022,Ophthalmic Goods,Health Care,/market-activity/stocks/blco
APPF,AppFolio Inc. Class A Common Stock,$156.64,-2.85,-1.787%,171493,5637462322.0,United States,2015,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/appf
ESNT,Essent Group Ltd. Common Shares,$59.95,0.29,0.486%,517681,5635876659.0,Bermuda,2013,Property-Casualty Insurers,Finance,/market-activity/stocks/esnt
DBX,Dropbox Inc. Class A Common Stock,$23.60,-0.15,-0.632%,2343596,5631869709.0,United States,2018,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/dbx
STEP,StepStone Group Inc. Class A Common Stock,$47.18,0.28,0.597%,838780,5622047968.0,United States,2020,Investment Managers,Finance,/market-activity/stocks/step
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),$4.06,0.00,0.00%,640999,5616324445.0,Chile,2016,Electric Utilities: Central,Utilities,/market-activity/stocks/enic
OGS,ONE Gas Inc. Common Stock,$89.44,0.89,1.005%,358613,5613432386.0,United States,2014,Oil/Gas Transmission,Utilities,/market-activity/stocks/ogs
LW,Lamb Weston Holdings Inc. Common Stock ,$40.58,0.41,1.021%,2578730,5602994346.0,United States,2016,Packaged Foods,Consumer Staples,/market-activity/stocks/lw
CELC,Celcuity Inc. Common Stock,$115.56,1.34,1.173%,609735,5585786163.0,United States,2017,Medical Specialities,Health Care,/market-activity/stocks/celc
BRKR,Bruker Corporation Common Stock,$36.67,-0.07,-0.191%,1449058,5581879898.0,United States,,Biotechnology: Laboratory Analytical Instruments,Industrials,/market-activity/stocks/brkr
TV,Grupo Televisa S.A.B. Common Stock,$2.92,0.00,0.00%,1256713,5577200000.0,Mexico,1993,Broadcasting,Industrials,/market-activity/stocks/tv
AXTA,Axalta Coating Systems Ltd. Common Shares,$26.13,-0.26,-0.985%,1870370,5575461104.0,United States,2014,Paints/Coatings,Consumer Discretionary,/market-activity/stocks/axta
GRFS,Grifols S.A. American Depositary Shares,$8.10,-0.13,-1.58%,578384,5569194755.0,Spain,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/grfs
PLXS,Plexus Corp. Common Stock,$207.87,2.57,1.252%,338493,5568102687.0,United States,,Electrical Products,Technology,/market-activity/stocks/plxs
OTEX,Open Text Corporation Common Shares,$22.21,-0.55,-2.417%,949828,5565887677.0,Canada,1996,EDP Services,Technology,/market-activity/stocks/otex
BKH,Black Hills Corporation Common Stock,$72.99,1.73,2.428%,1625728,5551234524.0,United States,,Electric Utilities: Central,Utilities,/market-activity/stocks/bkh
SR,Spire Inc. Common Stock,$93.74,1.46,1.582%,371963,5539714159.0,United States,,Oil/Gas Transmission,Utilities,/market-activity/stocks/sr
GLNG,Golar Lng Ltd,$54.44,-1.31,-2.35%,2363363,5530519750.0,Bermuda,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/glng
SEB,Seaboard Corporation Common Stock,$5769.97,-37.55,-0.647%,12350,5526442646.0,United States,1996,Farming/Seeds/Milling,Industrials,/market-activity/stocks/seb
GOLF,Acushnet Holdings Corp. Common Stock,$94.34,-0.56,-0.59%,221888,5524584174.0,United States,2016,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/golf
CIGI,Colliers International Group Inc. Subordinate Voting Shares,$108.06,-0.60,-0.552%,158753,5522278897.0,Canada,,Real Estate,Finance,/market-activity/stocks/cigi
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,$71.36,3.01,4.404%,192062,5501079246.0,,2024,Oil & Gas Production,Energy,/market-activity/stocks/lb
ALKS,Alkermes plc Ordinary Shares,$33.02,-1.06,-3.11%,2140444,5489664748.0,Ireland,1991,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/alks
WTM,White Mountains Insurance Group Ltd. Common Stock,$2215.73,11.77,0.534%,15965,5487632019.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/wtm
VSNT,Versant Media Group Inc. Class A Common Stock ,$38.03,0.20,0.529%,1244731,5482732466.0,United States,,Broadcasting,Industrials,/market-activity/stocks/vsnt
LOAR,Loar Holdings Inc. Common Stock,$58.24,-0.20,-0.342%,1182166,5452572711.0,United States,2024,Military/Government/Technical,Industrials,/market-activity/stocks/loar
CWST,Casella Waste Systems Inc. Class A Common Stock,$85.83,-0.40,-0.464%,967721,5451472452.0,United States,1997,Environmental Services,Utilities,/market-activity/stocks/cwst
BCPC,Balchem Corporation Common Stock,$170.02,0.44,0.259%,136508,5444957148.0,United States,,Major Chemicals,Industrials,/market-activity/stocks/bcpc
PBF,PBF Energy Inc. Class A Common Stock,$46.18,-0.19,-0.41%,3046051,5424011358.0,United States,2012,Integrated oil Companies,Energy,/market-activity/stocks/pbf
OBDC,Blue Owl Capital Corporation Common Stock,$10.90,-0.14,-1.268%,5048051,5414633762.0,United States,2019,Diversified Financial Services,Finance,/market-activity/stocks/obdc
WEX,WEX Inc. common stock,$157.78,0.68,0.433%,363023,5413529308.0,United States,,Real Estate,Real Estate,/market-activity/stocks/wex
ADT,ADT Inc. Common Stock,$6.60,-0.06,-0.901%,8487043,5412804124.0,United States,2018,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/adt
NPO,Enpro Inc. Common Stock,$254.61,0.84,0.331%,364179,5409953535.0,United States,,Metal Fabrications,Industrials,/market-activity/stocks/npo
CZR,Caesars Entertainment Inc. Common Stock,$26.58,-0.12,-0.449%,3329552,5409588738.0,United States,,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/czr
AVTR,Avantor Inc. Common Stock,$8.00,0.02,0.251%,7946138,5408885696.0,United States,2019,Biotechnology: Laboratory Analytical Instruments,Industrials,/market-activity/stocks/avtr
BIPC,Brookfield Infrastructure Corporation Brookfield Infrastructure Corporation,$40.64,0.11,0.271%,1207050,5404915012.0,Canada,,Oil & Gas Production,Utilities,/market-activity/stocks/bipc
ABCB,Ameris Bancorp Common Stock,$79.59,0.59,0.747%,540455,5402592838.0,United States,1994,Major Banks,Finance,/market-activity/stocks/abcb
HOMB,Home BancShares Inc. Common Stock,$27.44,0.03,0.109%,1008050,5395641844.0,United States,2006,Major Banks,Finance,/market-activity/stocks/homb
TMHC,Taylor Morrison Home Corporation Common Stock,$55.94,-2.66,-4.539%,1981566,5388905388.0,United States,2013,Homebuilding,Consumer Discretionary,/market-activity/stocks/tmhc
HLNE,Hamilton Lane Incorporated Class A Common Stock,$96.57,1.21,1.269%,600474,5386202759.0,United States,2017,Investment Managers,Finance,/market-activity/stocks/hlne
RIOT,Riot Platforms Inc. Common Stock ,$14.19,0.67,4.956%,14781527,5379795797.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/riot
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,$111.33,-3.43,-2.989%,222713,5374030247.0,Mexico,2006,Aerospace,Consumer Discretionary,/market-activity/stocks/omab
LYFT,Lyft Inc. Class A Common Stock,$13.77,0.07,0.511%,13588801,5355499908.0,United States,2019,Real Estate,Real Estate,/market-activity/stocks/lyft
CHE,Chemed Corp,$388.95,2.59,0.67%,171289,5353949647.0,United States,,Medical/Nursing Services,Health Care,/market-activity/stocks/che
SON,Sonoco Products Company Common Stock,$54.06,-0.12,-0.221%,614039,5332145174.0,United States,,Containers/Packaging,Consumer Discretionary,/market-activity/stocks/son
TGTX,TG Therapeutics Inc. Common Stock,$33.39,-0.30,-0.89%,1432915,5331990868.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/tgtx
HWC,Hancock Whitney Corporation Common Stock,$65.17,0.12,0.184%,951596,5314386969.0,United States,,Major Banks,Finance,/market-activity/stocks/hwc
RLI,RLI Corp. Common Stock (DE),$57.78,-0.25,-0.431%,569368,5311942533.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/rli
CORZ,Core Scientific Inc. Common Stock,$16.83,0.54,3.315%,9232733,5311460518.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/corz
ERAS,Erasca Inc. Common Stock,$17.06,-0.06,-0.35%,4631267,5302240272.0,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/eras
DOO,BRP Inc. Common Subordinate Voting Shares,$72.51,-0.68,-0.929%,364195,5302147932.0,Canada,,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/doo
CAI,Caris Life Sciences Inc. Common Stock,$18.75,-0.26,-1.368%,1509044,5298373481.0,United States,2025,Medical Specialities,Health Care,/market-activity/stocks/cai
REZI,Resideo Technologies Inc. Common Stock ,$35.03,0.17,0.488%,607811,5298185948.0,United States,2018,Wholesale Distributors,Industrials,/market-activity/stocks/rezi
RITM,Rithm Capital Corp. Common Stock,$9.50,-0.14,-1.452%,8320780,5280977943.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ritm
OZK,Bank OZK Common Stock,$46.64,-0.25,-0.533%,875644,5276669196.0,United States,,Major Banks,Finance,/market-activity/stocks/ozk
CORZZ,Core Scientific Inc. Tranche 2 Warrants,$16.66,0.15,0.909%,927,5257809401.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/corzz
GVA,Granite Construction Incorporated Common Stock,$120.77,-0.45,-0.371%,695614,5253938588.0,United States,,Military/Government/Technical,Industrials,/market-activity/stocks/gva
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,$5.96,-0.08,-1.325%,1902978,5244800000.0,Turkey,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/tkc
SGHC,Super Group (SGHC) Limited Ordinary Shares,$10.33,-0.38,-3.548%,2066464,5223236336.0,,2022,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/sghc
VSEC,VSE Corporation Common Stock,$185.89,-4.90,-2.568%,421108,5215217005.0,United States,,Military/Government/Technical,Consumer Discretionary,/market-activity/stocks/vsec
ACA,Arcosa Inc. Common Stock ,$106.21,-0.07,-0.066%,236081,5214760076.0,United States,2018,Metal Fabrications,Industrials,/market-activity/stocks/aca
TGS,Transportadora de Gas del Sur SA TGS Common Stock,$34.57,-0.02,-0.058%,344832,5204589969.0,Argentina,,Natural Gas Distribution,Utilities,/market-activity/stocks/tgs
AUB,Atlantic Union Bankshares Corporation Common Stock,$36.49,0.16,0.44%,852724,5203618756.0,United States,,Major Banks,Finance,/market-activity/stocks/aub
APLS,Apellis Pharmaceuticals Inc. Common Stock,$40.70,0.07,0.172%,4299925,5202677296.0,United States,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/apls
ETSY,Etsy Inc. Common Stock,$53.94,-0.46,-0.846%,1989399,5191572889.0,United States,2025,Real Estate,Real Estate,/market-activity/stocks/etsy
UFPI,UFP Industries Inc. Common Stock,$91.05,0.36,0.397%,368736,5171630440.0,United States,1993,Forest Products,Basic Materials,/market-activity/stocks/ufpi
RUSHB,Rush Enterprises Inc. Class B,$67.20,0.64,0.962%,77942,5170446960.0,United States,,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/rushb
SRAD,Sportradar Group AG Class A Ordinary Shares,$16.57,-0.42,-2.472%,1209547,5165819521.0,Switzerland,2021,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/srad
ESTC,Elastic N.V. Ordinary Shares,$49.82,-0.74,-1.464%,1579856,5156420219.0,United States,2018,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/estc
GLBE,Global-E Online Ltd. Ordinary Shares,$30.74,-0.62,-1.977%,599813,5151049173.0,Israel,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/glbe
RUSHA,Rush Enterprises Inc. Common Stock Cl A,$66.90,0.16,0.24%,483152,5147364608.0,United States,,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/rusha
FND,Floor & Decor Holdings Inc. Common Stock,$47.65,-1.73,-3.503%,5299232,5140258522.0,United States,2017,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/fnd
EQPT,EquipmentShare.com Inc Class A Common Stock,$19.32,-0.29,-1.479%,1733716,5140030880.0,United States,2026,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/eqpt
OTF,Blue Owl Technology Finance Corp. Common Stock,$11.12,-0.21,-1.853%,2047390,5134367466.0,United States,2025,,,/market-activity/stocks/otf
RSI,Rush Street Interactive Inc. Class A Common Stock,$22.06,-0.06,-0.271%,951329,5125668024.0,United States,2020,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/rsi
AVT,Avnet Inc. Common Stock,$62.53,0.12,0.192%,953688,5118891327.0,United States,,Electronic Components,Technology,/market-activity/stocks/avt
MATX,Matson Inc. Common Stock,$168.11,1.01,0.604%,223155,5117152404.0,United States,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/matx
TFX,Teleflex Incorporated Common Stock,$115.51,0.47,0.409%,521413,5105606917.0,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/tfx
ST,Sensata Technologies Holding plc Ordinary Shares,$34.99,0.16,0.459%,1211140,5101526045.0,Netherlands,2010,Industrial Machinery/Components,Industrials,/market-activity/stocks/st
PACS,PACS Group Inc. Common Stock,$32.45,-0.10,-0.307%,695797,5100005191.0,United States,2024,Hospital/Nursing Management,Health Care,/market-activity/stocks/pacs
MAC,Macerich Company (The) Common Stock,$19.85,0.27,1.379%,1409532,5094914328.0,United States,1994,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/mac
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,$39.35,0.44,1.131%,1404481,5092017651.0,United States,2017,Oil & Gas Production,Energy,/market-activity/stocks/hesm
TDS,Telephone and Data Systems Inc. Common Shares,$44.71,-0.64,-1.411%,762737,5089826326.0,United States,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/tds
KGS,Kodiak Gas Services Inc. Common Stock,$59.17,0.95,1.632%,803977,5082377743.0,United States,2023,Natural Gas Distribution,Utilities,/market-activity/stocks/kgs
LNTH,Lantheus Holdings Inc. Common Stock,$78.08,2.19,2.886%,604030,5072982840.0,United States,2015,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/lnth
CNR,Core Natural Resources Inc. Common Stock,$99.93,-4.12,-3.96%,701132,5071484074.0,United States,2017,Coal Mining,Energy,/market-activity/stocks/cnr
MSM,MSC Industrial Direct Company Inc. Common Stock,$90.71,0.02,0.022%,582499,5064730351.0,United States,1995,Industrial Machinery/Components,Industrials,/market-activity/stocks/msm
AX,Axos Financial Inc. Common Stock,$89.21,2.43,2.80%,721126,5056266593.0,United States,2018,Savings Institutions,Finance,/market-activity/stocks/ax
KRG,Kite Realty Group Trust Common Stock,$24.89,0.30,1.22%,1204166,5053955593.0,United States,2004,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/krg
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),$4.25,-0.17,-3.846%,200293,5045488599.0,,2014,Commercial Banks,Finance,/market-activity/stocks/aval
SBRA,Sabra Health Care REIT Inc. Common Stock,$20.01,0.29,1.471%,1540393,5045435797.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/sbra
QBTS,D-Wave Quantum Inc. Common Shares,$13.74,-0.40,-2.829%,16030904,5038974638.0,United States,2022,EDP Services,Technology,/market-activity/stocks/qbts
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,$16.10,-0.12,-0.74%,379737,5030734124.0,China,2020,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/mnso
BGC,BGC Group Inc. Class A Common Stock,$10.60,0.21,2.021%,2348697,5027177592.0,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/bgc
IMVT,Immunovant Inc. Common Stock,$24.61,-0.28,-1.125%,1352913,5008926950.0,United States,2019,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/imvt
VNT,Vontier Corporation Common Stock ,$35.34,-0.11,-0.31%,810960,5004144000.0,United States,2020,Industrial Machinery/Components,Industrials,/market-activity/stocks/vnt
MCY,Mercury General Corporation Common Stock,$90.19,1.10,1.235%,230041,4995500269.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/mcy
